pid,bl,tr,trial,condition,acc,drt
2,64,20,1384,blank,1,9
2,64,21,1385,blank,1,11
2,64,22,1386,blank,1,11
2,65,5,1391,incongruent,1,14
2,65,9,1395,congruent,1,11
2,65,10,1396,incongruent,1,10
2,65,21,1407,congruent,1,10
2,66,5,1413,incongruent,1,12
2,66,8,1416,congruent,1,11
2,66,10,1418,incongruent,1,10
2,66,19,1427,congruent,1,10
2,67,1,1431,congruent,1,10
2,67,2,1432,incongruent,1,11
2,67,9,1439,incongruent,1,12
2,67,16,1446,congruent,1,9
2,68,1,1453,incongruent,1,10
2,68,4,1456,incongruent,1,11
2,68,9,1461,congruent,1,12
2,68,14,1466,congruent,1,9
2,69,1,1475,congruent,1,7
2,69,12,1486,incongruent,1,10
2,69,14,1488,incongruent,1,10
2,69,20,1494,congruent,1,10
2,70,6,1502,congruent,1,10
2,70,8,1504,congruent,1,6
2,70,9,1505,incongruent,0,6
2,70,16,1512,incongruent,1,10
2,71,1,1519,blank,1,12
2,71,2,1520,blank,1,11
2,71,3,1521,blank,1,10
2,71,4,1522,blank,1,9
2,71,5,1523,blank,1,10
2,71,6,1524,blank,1,9
2,71,7,1525,blank,1,14
2,71,8,1526,blank,1,9
2,71,9,1527,blank,1,10
2,71,10,1528,blank,1,10
2,71,11,1529,blank,1,10
2,71,12,1530,blank,1,10
2,71,13,1531,blank,1,10
2,71,14,1532,blank,1,10
2,71,15,1533,blank,1,11
2,71,16,1534,blank,1,10
2,71,17,1535,blank,1,10
2,71,18,1536,blank,1,10
2,71,19,1537,blank,1,9
2,71,20,1538,blank,1,10
2,71,21,1539,blank,1,10
2,71,22,1540,blank,1,13
3,2,9,9,incongruent,1,12
3,2,10,10,congruent,1,11
3,2,11,11,incongruent,1,12
3,2,18,18,congruent,1,14
3,3,2,24,congruent,1,6
3,3,7,29,congruent,1,12
3,3,20,42,incongruent,1,10
3,4,5,49,incongruent,1,15
3,4,11,55,congruent,1,8
3,4,22,66,congruent,1,5
3,5,1,67,congruent,1,5
3,5,6,72,incongruent,1,11
3,5,12,78,congruent,1,5
3,5,22,88,incongruent,1,12
3,6,18,106,congruent,1,8
3,7,5,115,congruent,1,13
3,7,7,117,incongruent,1,11
3,7,12,122,incongruent,0,6
3,7,21,131,congruent,1,12
3,8,1,133,blank,1,12
3,8,2,134,blank,1,11
3,8,3,135,blank,1,10
3,8,4,136,blank,1,8
3,8,5,137,blank,1,11
3,8,6,138,blank,1,8
3,8,7,139,blank,1,8
3,8,8,140,blank,1,7
3,8,9,141,blank,1,10
3,8,10,142,blank,1,9
3,8,11,143,blank,1,11
3,8,12,144,blank,1,11
3,8,13,145,blank,1,7
3,8,14,146,blank,1,6
3,8,15,147,blank,1,11
3,8,16,148,blank,1,8
3,8,17,149,blank,1,7
3,8,18,150,blank,1,10
3,8,19,151,blank,1,11
3,8,20,152,blank,1,9
3,8,21,153,blank,0,7
3,8,22,154,blank,1,9
3,9,5,159,congruent,1,7
3,9,12,166,incongruent,1,12
3,9,21,175,congruent,1,12
3,10,6,182,incongruent,1,14
3,10,16,192,congruent,1,5
3,11,2,200,incongruent,0,5
3,11,4,202,incongruent,0,5
3,11,9,207,congruent,1,7
3,11,21,219,congruent,1,9
3,12,2,222,incongruent,0,4
3,12,7,227,congruent,1,8
3,12,12,232,incongruent,1,11
3,12,15,235,congruent,1,9
3,13,2,244,incongruent,0,6
3,13,4,246,congruent,1,7
3,13,10,252,incongruent,1,15
3,13,20,262,congruent,1,8
3,14,7,271,incongruent,0,6
3,14,11,275,congruent,1,10
3,14,18,282,incongruent,1,14
3,14,19,283,congruent,1,9
3,15,1,287,blank,1,13
3,15,2,288,blank,1,12
3,15,3,289,blank,1,8
3,15,4,290,blank,1,13
3,15,5,291,blank,1,10
3,15,6,292,blank,1,7
3,15,7,293,blank,0,7
3,15,8,294,blank,1,11
3,15,9,295,blank,1,14
3,15,10,296,blank,1,10
3,15,11,297,blank,1,12
3,15,12,298,blank,1,12
3,15,13,299,blank,1,12
3,15,14,300,blank,1,10
3,15,15,301,blank,1,10
3,15,16,302,blank,1,10
3,15,17,303,blank,1,12
3,15,19,305,blank,1,8
3,15,20,306,blank,1,8
3,15,21,307,blank,1,9
3,15,22,308,blank,1,10
3,16,8,316,incongruent,1,10
3,16,9,317,congruent,1,8
3,16,14,322,incongruent,1,13
3,16,17,325,congruent,1,6
3,17,2,332,congruent,1,5
3,17,6,336,incongruent,1,11
3,17,9,339,congruent,1,9
3,17,14,344,incongruent,0,8
3,18,4,356,incongruent,1,12
3,18,6,358,congruent,1,6
3,18,7,359,congruent,1,7
3,18,21,373,incongruent,1,12
3,19,7,381,incongruent,1,11
3,19,10,384,congruent,1,9
3,19,11,385,incongruent,1,13
3,19,21,395,congruent,1,7
3,20,4,400,congruent,1,9
3,20,8,404,incongruent,0,9
3,20,12,408,congruent,1,15
3,21,1,419,congruent,1,12
3,21,13,431,incongruent,1,10
3,21,20,438,congruent,1,6
3,22,1,441,blank,1,11
3,22,2,442,blank,1,9
3,22,3,443,blank,1,8
3,22,4,444,blank,1,9
3,22,5,445,blank,1,8
3,22,6,446,blank,1,9
3,22,7,447,blank,1,9
3,22,8,448,blank,1,11
3,22,9,449,blank,1,9
3,22,10,450,blank,1,8
3,22,11,451,blank,1,8
3,22,12,452,blank,1,14
3,22,13,453,blank,1,12
3,22,14,454,blank,1,9
3,22,15,455,blank,1,10
3,22,16,456,blank,1,10
3,22,17,457,blank,1,11
3,22,18,458,blank,1,11
3,22,19,459,blank,1,10
3,22,20,460,blank,1,10
3,22,21,461,blank,1,9
3,22,22,462,blank,1,9
3,23,5,467,congruent,1,6
3,23,8,470,incongruent,1,13
3,23,18,480,congruent,1,9
3,23,21,483,incongruent,1,13
3,24,1,485,congruent,1,6
3,24,2,486,incongruent,1,11
3,24,13,497,congruent,1,9
3,24,21,505,incongruent,1,11
3,25,2,508,congruent,1,8
3,25,8,514,congruent,1,7
3,25,15,521,incongruent,0,8
3,26,2,530,congruent,1,12
3,26,6,534,congruent,1,9
3,26,7,535,incongruent,0,6
3,26,11,539,incongruent,0,5
3,27,6,556,incongruent,1,12
3,27,9,559,congruent,1,9
3,27,11,561,incongruent,1,13
3,27,13,563,congruent,1,11
3,28,1,573,congruent,1,10
3,28,4,576,incongruent,1,15
3,28,5,577,congruent,1,9
3,28,10,582,incongruent,1,13
3,29,1,595,blank,1,10
3,29,2,596,blank,1,11
3,29,3,597,blank,1,12
3,29,4,598,blank,1,10
3,29,5,599,blank,1,10
3,29,6,600,blank,1,12
3,29,7,601,blank,1,9
3,29,8,602,blank,1,11
3,29,9,603,blank,1,10
3,29,10,604,blank,1,11
3,29,11,605,blank,1,10
3,29,12,606,blank,1,10
3,29,13,607,blank,1,10
3,29,14,608,blank,1,9
3,29,15,609,blank,1,10
3,29,16,610,blank,1,10
3,29,17,611,blank,1,11
3,29,18,612,blank,1,9
3,29,19,613,blank,1,11
3,29,20,614,blank,1,11
3,29,21,615,blank,1,13
3,30,5,621,congruent,1,7
3,30,8,624,incongruent,0,7
3,30,13,629,congruent,1,9
3,30,14,630,incongruent,1,14
3,31,12,650,congruent,1,10
3,31,14,652,incongruent,1,14
3,31,15,653,incongruent,0,6
3,31,16,654,congruent,1,10
3,32,11,671,incongruent,0,6
3,32,16,676,congruent,1,8
3,32,17,677,incongruent,0,5
3,32,22,682,congruent,1,6
3,33,2,684,incongruent,0,5
3,33,4,686,incongruent,1,11
3,33,12,694,congruent,1,9
3,33,19,701,congruent,1,8
3,34,4,708,congruent,1,7
3,34,12,716,incongruent,0,7
3,34,13,717,congruent,1,6
3,35,6,732,incongruent,0,7
3,35,7,733,congruent,1,6
3,35,8,734,congruent,1,3
3,35,22,748,incongruent,1,12
3,36,1,749,blank,1,11
3,36,2,750,blank,1,8
3,36,3,751,blank,1,8
3,36,4,752,blank,1,10
3,36,5,753,blank,1,9
3,36,6,754,blank,1,9
3,36,7,755,blank,1,9
3,36,8,756,blank,1,9
3,36,9,757,blank,1,9
3,36,10,758,blank,1,9
3,36,11,759,blank,1,9
3,36,12,760,blank,1,9
3,36,13,761,blank,1,9
3,36,14,762,blank,1,12
3,36,15,763,blank,1,12
3,36,16,764,blank,1,10
3,36,17,765,blank,1,9
3,36,18,766,blank,1,12
3,36,19,767,blank,1,12
3,36,20,768,blank,1,11
3,36,21,769,blank,1,10
3,36,22,770,blank,1,9
3,37,4,774,congruent,1,5
3,37,6,776,congruent,1,5
3,37,8,778,incongruent,0,4
3,37,19,789,incongruent,0,7
3,38,1,793,incongruent,1,13
3,38,5,797,incongruent,1,11
3,38,7,799,congruent,1,8
3,38,12,804,congruent,1,9
3,39,3,817,incongruent,0,9
3,39,8,822,congruent,1,9
3,39,9,823,incongruent,0,6
3,39,18,832,congruent,1,7
3,40,4,840,incongruent,0,7
3,40,17,853,incongruent,1,13
3,40,20,856,congruent,1,9
3,40,22,858,congruent,1,9
3,41,2,860,congruent,1,5
3,41,3,861,congruent,1,5
3,41,5,863,incongruent,1,12
3,41,22,880,incongruent,0,7
3,42,9,889,incongruent,1,12
3,42,14,894,incongruent,1,12
3,42,17,897,congruent,1,12
3,42,22,902,congruent,1,10
3,43,1,903,blank,1,10
3,43,2,904,blank,1,10
3,43,3,905,blank,1,11
3,43,4,906,blank,1,9
3,43,5,907,blank,1,9
3,43,6,908,blank,1,10
3,43,7,909,blank,1,9
3,43,8,910,blank,1,9
3,43,9,911,blank,1,9
3,43,10,912,blank,1,9
3,43,11,913,blank,1,8
3,43,12,914,blank,1,9
3,43,13,915,blank,1,10
3,43,14,916,blank,1,10
3,43,15,917,blank,1,10
3,43,16,918,blank,1,10
3,43,17,919,blank,1,8
3,43,18,920,blank,1,8
3,43,19,921,blank,1,10
3,43,20,922,blank,1,9
3,43,21,923,blank,1,9
3,43,22,924,blank,1,10
3,44,6,930,congruent,1,7
3,44,18,942,congruent,1,11
3,44,21,945,incongruent,1,12
3,45,2,948,incongruent,0,7
3,45,3,949,congruent,1,10
3,45,18,964,incongruent,0,7
3,45,21,967,congruent,1,9
3,46,8,976,congruent,1,6
3,46,13,981,incongruent,1,14
3,46,17,985,incongruent,1,11
3,46,20,988,congruent,1,7
3,47,9,999,incongruent,1,10
3,47,10,1000,congruent,1,4
3,47,15,1005,congruent,1,8
3,47,20,1010,incongruent,1,11
3,48,12,1024,incongruent,1,9
3,48,13,1025,congruent,1,6
3,48,14,1026,congruent,1,6
3,48,15,1027,incongruent,0,6
3,49,1,1035,incongruent,1,13
3,49,3,1037,incongruent,0,5
3,49,9,1043,congruent,1,9
3,49,10,1044,congruent,1,9
3,50,2,1058,blank,1,12
3,50,3,1059,blank,1,10
3,50,4,1060,blank,1,9
3,50,5,1061,blank,1,8
3,50,6,1062,blank,1,8
3,50,7,1063,blank,1,11
3,50,8,1064,blank,1,11
3,50,9,1065,blank,1,10
3,50,10,1066,blank,1,8
3,50,11,1067,blank,1,10
3,50,12,1068,blank,1,10
3,50,13,1069,blank,1,9
3,50,14,1070,blank,1,10
3,50,15,1071,blank,1,10
3,50,16,1072,blank,1,10
3,50,17,1073,blank,1,10
3,50,18,1074,blank,1,10
3,50,19,1075,blank,1,10
3,50,20,1076,blank,1,9
3,50,21,1077,blank,1,14
3,50,22,1078,blank,1,15
3,51,2,1080,congruent,1,7
3,51,8,1086,incongruent,1,13
3,51,20,1098,incongruent,1,11
3,51,22,1100,congruent,1,6
3,52,12,1112,congruent,1,9
3,52,16,1116,congruent,1,10
3,52,21,1121,incongruent,0,7
3,52,22,1122,incongruent,1,12
3,53,2,1124,congruent,1,8
3,53,8,1130,congruent,1,8
3,53,11,1133,incongruent,0,7
3,53,18,1140,incongruent,0,7
3,54,5,1149,incongruent,0,7
3,54,9,1153,congruent,1,10
3,54,10,1154,incongruent,0,10
3,54,21,1165,congruent,1,7
3,55,5,1171,incongruent,1,11
3,55,8,1174,congruent,1,6
3,55,10,1176,incongruent,0,6
3,55,19,1185,congruent,1,9
3,56,1,1189,congruent,0,11
3,56,2,1190,incongruent,0,7
3,56,9,1197,incongruent,0,6
3,56,16,1204,congruent,1,7
3,57,1,1211,blank,1,12
3,57,2,1212,blank,1,9
3,57,3,1213,blank,1,11
3,57,4,1214,blank,1,10
3,57,5,1215,blank,1,11
3,57,6,1216,blank,1,8
3,57,7,1217,blank,1,11
3,57,8,1218,blank,1,13
3,57,9,1219,blank,1,10
3,57,10,1220,blank,1,9
3,57,11,1221,blank,1,8
3,57,12,1222,blank,1,8
3,57,13,1223,blank,1,8
3,57,14,1224,blank,1,12
3,57,15,1225,blank,1,10
3,57,16,1226,blank,1,9
3,57,17,1227,blank,1,10
3,57,18,1228,blank,1,10
3,57,19,1229,blank,1,9
3,57,20,1230,blank,1,10
3,57,21,1231,blank,1,13
3,57,22,1232,blank,1,10
3,58,4,1236,incongruent,0,5
3,58,9,1241,congruent,1,11
3,58,14,1246,congruent,1,8
3,59,1,1255,congruent,1,8
3,59,12,1266,incongruent,1,12
3,59,14,1268,incongruent,1,13
3,59,20,1274,congruent,1,12
3,60,6,1282,congruent,1,8
3,60,8,1284,congruent,1,7
3,60,9,1285,incongruent,1,10
3,60,16,1292,incongruent,1,12
3,61,2,1300,incongruent,0,6
3,61,3,1301,congruent,1,9
3,61,19,1317,congruent,1,5
3,61,20,1318,incongruent,0,4
3,62,12,1332,incongruent,1,12
3,62,15,1335,incongruent,1,10
3,62,17,1337,congruent,1,7
3,62,22,1342,congruent,1,12
3,63,1,1343,congruent,1,12
3,63,9,1351,congruent,1,7
3,63,12,1354,incongruent,1,12
3,63,20,1362,incongruent,1,12
3,64,1,1365,blank,1,14
3,64,2,1366,blank,1,11
3,64,3,1367,blank,1,9
3,64,4,1368,blank,1,9
3,64,5,1369,blank,1,10
3,64,6,1370,blank,1,8
3,64,7,1371,blank,1,9
3,64,8,1372,blank,1,13
3,64,9,1373,blank,1,10
3,64,10,1374,blank,1,10
3,64,11,1375,blank,1,11
3,64,12,1376,blank,1,9
3,64,13,1377,blank,1,10
3,64,14,1378,blank,1,9
3,64,15,1379,blank,1,12
3,64,16,1380,blank,1,9
3,64,17,1381,blank,1,11
3,64,18,1382,blank,1,11
3,64,19,1383,blank,1,10
3,64,20,1384,blank,1,8
3,64,21,1385,blank,1,10
3,64,22,1386,blank,0,7
3,65,13,1399,congruent,1,9
3,65,15,1401,incongruent,1,14
3,65,18,1404,incongruent,0,7
3,65,20,1406,congruent,1,11
3,66,3,1411,incongruent,1,12
3,66,7,1415,incongruent,1,13
3,66,10,1418,congruent,1,15
3,66,16,1424,congruent,1,11
3,67,4,1434,incongruent,1,11
3,67,7,1437,congruent,1,7
3,67,10,1440,incongruent,1,13
3,67,20,1450,congruent,1,9
3,68,3,1455,congruent,1,6
3,68,12,1464,congruent,1,9
3,68,13,1465,incongruent,1,15
3,68,19,1471,incongruent,1,13
3,69,6,1480,congruent,1,9
3,69,12,1486,congruent,1,5
3,69,16,1490,incongruent,1,9
3,69,22,1496,incongruent,0,7
3,70,2,1498,incongruent,0,6
3,70,11,1507,incongruent,1,10
3,70,16,1512,congruent,1,8
3,71,1,1519,blank,1,11
3,71,2,1520,blank,1,10
3,71,3,1521,blank,1,9
3,71,4,1522,blank,1,9
3,71,5,1523,blank,1,11
3,71,6,1524,blank,1,10
3,71,7,1525,blank,1,8
3,71,8,1526,blank,1,8
3,71,10,1528,blank,1,10
3,71,11,1529,blank,1,10
3,71,12,1530,blank,1,9
3,71,13,1531,blank,1,7
3,71,14,1532,blank,1,5
3,71,15,1533,blank,1,10
3,71,16,1534,blank,1,9
3,71,17,1535,blank,1,8
3,71,18,1536,blank,1,7
3,71,19,1537,blank,1,9
3,71,20,1538,blank,0,8
3,71,21,1539,blank,1,9
3,71,22,1540,blank,1,8
4,2,7,7,incongruent,1,11
4,2,11,11,congruent,1,10
4,2,18,18,incongruent,1,10
4,2,19,19,congruent,1,9
4,3,8,30,incongruent,1,10
4,3,9,31,congruent,1,7
4,3,14,36,incongruent,1,11
4,3,17,39,congruent,1,8
4,4,2,46,congruent,1,8
4,4,6,50,incongruent,1,9
4,4,9,53,congruent,1,9
4,4,14,58,incongruent,0,7
4,5,4,70,incongruent,1,12
4,5,6,72,congruent,1,10
4,5,7,73,congruent,1,10
4,5,21,87,incongruent,1,12
4,6,7,95,incongruent,1,10
4,6,10,98,congruent,1,10
4,6,11,99,incongruent,1,13
4,6,21,109,congruent,1,9
4,7,4,114,congruent,1,11
4,7,8,118,incongruent,1,11
4,7,12,122,congruent,1,13
4,7,13,123,incongruent,1,10
4,8,1,133,blank,1,9
4,8,2,134,blank,1,10
4,8,3,135,blank,1,9
4,8,4,136,blank,1,10
4,8,5,137,blank,1,10
4,8,6,138,blank,1,9
4,8,7,139,blank,1,11
4,8,8,140,blank,1,9
4,8,9,141,blank,1,10
4,8,10,142,blank,1,10
4,8,11,143,blank,1,9
4,8,12,144,blank,1,9
4,8,13,145,blank,1,10
4,8,14,146,blank,1,10
4,8,15,147,blank,1,10
4,8,16,148,blank,1,9
4,8,17,149,blank,1,9
4,8,18,150,blank,1,10
4,8,19,151,blank,0,8
4,8,20,152,blank,1,12
4,8,21,153,blank,1,10
4,8,22,154,blank,1,9
4,9,4,158,congruent,1,8
4,9,8,162,incongruent,1,13
4,9,12,166,congruent,1,11
4,9,13,167,incongruent,1,12
4,10,1,177,congruent,1,9
4,10,13,189,incongruent,1,10
4,10,20,196,congruent,1,9
4,10,22,198,incongruent,1,12
4,11,5,203,congruent,1,9
4,11,8,206,incongruent,1,11
4,11,18,216,congruent,1,9
4,11,21,219,incongruent,1,11
4,12,1,221,congruent,1,9
4,12,2,222,incongruent,1,10
4,12,13,233,congruent,1,9
4,12,21,241,incongruent,1,10
4,13,2,244,congruent,1,8
4,13,8,250,congruent,1,9
4,13,15,257,incongruent,1,10
4,13,16,258,incongruent,1,11
4,14,2,266,congruent,1,7
4,14,6,270,congruent,1,9
4,14,7,271,incongruent,1,10
4,14,11,275,incongruent,1,15
4,15,1,287,blank,1,9
4,15,2,288,blank,1,10
4,15,3,289,blank,1,8
4,15,4,290,blank,1,9
4,15,5,291,blank,1,9
4,15,6,292,blank,1,9
4,15,7,293,blank,1,8
4,15,8,294,blank,1,9
4,15,9,295,blank,1,11
4,15,10,296,blank,1,10
4,15,11,297,blank,1,8
4,15,12,298,blank,1,8
4,15,13,299,blank,1,9
4,15,14,300,blank,1,8
4,15,15,301,blank,1,9
4,15,16,302,blank,1,9
4,15,17,303,blank,1,10
4,15,18,304,blank,1,8
4,15,19,305,blank,1,8
4,15,20,306,blank,1,13
4,15,21,307,blank,1,10
4,15,22,308,blank,0,7
4,16,6,314,incongruent,1,10
4,16,9,317,congruent,1,8
4,16,11,319,incongruent,1,12
4,16,13,321,congruent,1,9
4,17,1,331,congruent,1,9
4,17,4,334,incongruent,1,11
4,17,5,335,congruent,1,8
4,17,10,340,incongruent,1,10
4,18,5,357,congruent,1,10
4,18,8,360,incongruent,1,11
4,18,13,365,congruent,1,7
4,18,14,366,incongruent,1,11
4,19,12,386,congruent,1,7
4,19,14,388,incongruent,1,9
4,19,15,389,incongruent,1,10
4,19,16,390,congruent,1,10
4,20,11,407,incongruent,1,13
4,20,17,413,incongruent,0,15
4,20,22,418,congruent,1,7
4,21,2,420,incongruent,0,4
4,21,4,422,incongruent,1,10
4,21,12,430,congruent,1,9
4,21,19,437,congruent,1,8
4,22,1,441,blank,1,9
4,22,2,442,blank,1,12
4,22,3,443,blank,1,9
4,22,4,444,blank,1,9
4,22,5,445,blank,1,9
4,22,6,446,blank,1,12
4,22,7,447,blank,1,10
4,22,8,448,blank,1,9
4,22,9,449,blank,1,9
4,22,10,450,blank,1,9
4,22,11,451,blank,1,10
4,22,12,452,blank,1,9
4,22,13,453,blank,1,9
4,22,14,454,blank,0,8
4,22,15,455,blank,1,10
4,22,16,456,blank,1,9
4,22,17,457,blank,1,10
4,22,18,458,blank,1,10
4,22,19,459,blank,1,9
4,22,20,460,blank,1,9
4,22,21,461,blank,1,9
4,22,22,462,blank,0,8
4,23,4,466,congruent,1,5
4,23,12,474,incongruent,1,15
4,23,13,475,congruent,1,8
4,23,17,479,incongruent,1,12
4,24,6,490,incongruent,0,11
4,24,7,491,congruent,1,12
4,24,8,492,congruent,1,10
4,24,22,506,incongruent,1,9
4,25,4,510,congruent,1,9
4,25,6,512,congruent,1,6
4,25,8,514,incongruent,1,12
4,25,19,525,incongruent,1,9
4,26,1,529,incongruent,1,10
4,26,5,533,incongruent,1,11
4,26,7,535,congruent,1,10
4,26,12,540,congruent,1,9
4,27,3,553,incongruent,1,13
4,27,8,558,congruent,1,10
4,27,9,559,incongruent,1,13
4,27,18,568,congruent,1,8
4,28,4,576,incongruent,1,10
4,28,17,589,incongruent,1,12
4,28,20,592,congruent,1,9
4,28,22,594,congruent,1,10
4,29,1,595,blank,1,9
4,29,2,596,blank,1,9
4,29,3,597,blank,1,10
4,29,4,598,blank,1,8
4,29,5,599,blank,1,9
4,29,6,600,blank,1,10
4,29,7,601,blank,1,9
4,29,8,602,blank,1,9
4,29,9,603,blank,1,10
4,29,10,604,blank,1,9
4,29,11,605,blank,1,9
4,29,12,606,blank,1,10
4,29,13,607,blank,1,8
4,29,14,608,blank,0,8
4,29,15,609,blank,1,9
4,29,16,610,blank,1,9
4,29,17,611,blank,1,9
4,29,18,612,blank,1,8
4,29,19,613,blank,1,10
4,29,20,614,blank,0,7
4,29,21,615,blank,1,11
4,29,22,616,blank,1,9
4,30,2,618,congruent,1,7
4,30,3,619,congruent,1,9
4,30,5,621,incongruent,1,10
4,30,22,638,incongruent,1,11
4,31,9,647,incongruent,0,5
4,31,14,652,incongruent,1,9
4,31,17,655,congruent,1,8
4,31,22,660,congruent,1,10
4,32,6,666,congruent,1,9
4,32,18,678,congruent,1,5
4,32,19,679,incongruent,1,12
4,32,21,681,incongruent,0,6
4,33,2,684,incongruent,1,12
4,33,3,685,congruent,1,9
4,33,18,700,incongruent,1,14
4,33,21,703,congruent,1,9
4,34,8,712,congruent,1,10
4,34,13,717,incongruent,1,10
4,34,17,721,incongruent,1,11
4,34,20,724,congruent,1,9
4,35,9,735,incongruent,1,10
4,35,10,736,congruent,1,9
4,35,15,741,congruent,1,9
4,35,20,746,incongruent,1,9
4,36,1,749,blank,1,10
4,36,2,750,blank,1,10
4,36,3,751,blank,1,10
4,36,4,752,blank,1,10
4,36,5,753,blank,1,9
4,36,6,754,blank,1,9
4,36,7,755,blank,1,8
4,36,8,756,blank,1,8
4,36,9,757,blank,1,10
4,36,10,758,blank,1,10
4,36,11,759,blank,1,10
4,36,12,760,blank,1,9
4,36,13,761,blank,1,9
4,36,14,762,blank,1,10
4,36,15,763,blank,1,11
4,36,16,764,blank,1,11
4,36,17,765,blank,1,11
4,36,18,766,blank,1,10
4,36,19,767,blank,1,9
4,36,20,768,blank,1,9
4,36,21,769,blank,1,8
4,36,22,770,blank,1,10
4,37,12,782,incongruent,1,10
4,37,13,783,congruent,1,9
4,37,14,784,congruent,1,10
4,37,15,785,incongruent,1,11
4,38,1,793,incongruent,1,10
4,38,3,795,incongruent,1,11
4,38,9,801,congruent,1,9
4,38,10,802,congruent,1,10
4,39,2,816,congruent,1,8
4,39,8,822,incongruent,1,10
4,39,20,834,incongruent,1,10
4,39,22,836,congruent,1,9
4,40,12,848,congruent,1,7
4,40,16,852,congruent,1,10
4,40,21,857,incongruent,1,10
4,40,22,858,incongruent,1,9
4,41,2,860,congruent,1,9
4,41,8,866,congruent,1,7
4,41,11,869,incongruent,1,13
4,41,18,876,incongruent,1,11
4,42,5,885,incongruent,1,10
4,42,9,889,congruent,1,6
4,42,10,890,incongruent,1,10
4,42,21,901,congruent,1,9
4,43,1,903,blank,1,10
4,43,2,904,blank,1,9
4,43,3,905,blank,1,8
4,43,4,906,blank,0,7
4,43,5,907,blank,1,9
4,43,6,908,blank,1,9
4,43,7,909,blank,1,10
4,43,8,910,blank,1,11
4,43,9,911,blank,1,7
4,43,10,912,blank,1,8
4,43,11,913,blank,1,9
4,43,12,914,blank,1,8
4,43,13,915,blank,1,8
4,43,14,916,blank,1,8
4,43,15,917,blank,0,9
4,43,16,918,blank,1,13
4,43,17,919,blank,1,9
4,43,18,920,blank,1,12
4,43,19,921,blank,1,9
4,43,20,922,blank,1,9
4,43,21,923,blank,1,10
4,43,22,924,blank,1,9
4,44,5,929,incongruent,1,9
4,44,8,932,congruent,1,8
4,44,10,934,incongruent,1,10
4,44,19,943,congruent,1,7
4,45,1,947,congruent,1,8
4,45,2,948,incongruent,1,10
4,45,9,955,incongruent,1,10
4,45,16,962,congruent,1,10
4,46,1,969,incongruent,1,9
4,46,4,972,incongruent,1,10
4,46,9,977,congruent,1,6
4,46,14,982,congruent,1,9
4,47,1,991,congruent,1,9
4,47,12,1002,incongruent,1,11
4,47,14,1004,incongruent,1,11
4,47,20,1010,congruent,1,8
4,48,6,1018,congruent,1,8
4,48,8,1020,congruent,1,6
4,48,9,1021,incongruent,1,10
4,48,16,1028,incongruent,1,9
4,49,2,1036,incongruent,0,6
4,49,3,1037,congruent,1,10
4,49,19,1053,congruent,1,7
4,49,20,1054,incongruent,1,11
4,50,2,1058,blank,1,9
4,50,3,1059,blank,1,8
4,50,4,1060,blank,1,9
4,50,5,1061,blank,1,8
4,50,6,1062,blank,1,8
4,50,7,1063,blank,1,9
4,50,8,1064,blank,1,9
4,50,9,1065,blank,1,7
4,50,10,1066,blank,0,7
4,50,11,1067,blank,1,10
4,50,12,1068,blank,1,9
4,50,13,1069,blank,1,8
4,50,14,1070,blank,1,9
4,50,15,1071,blank,1,9
4,50,16,1072,blank,1,8
4,50,17,1073,blank,1,9
4,50,18,1074,blank,1,9
4,50,19,1075,blank,1,8
4,50,20,1076,blank,1,9
4,50,21,1077,blank,1,9
4,50,22,1078,blank,1,10
4,51,12,1090,incongruent,1,10
4,51,15,1093,incongruent,1,11
4,51,17,1095,congruent,1,9
4,51,22,1100,congruent,1,9
4,52,1,1101,congruent,1,7
4,52,9,1109,congruent,1,9
4,52,12,1112,incongruent,1,10
4,52,20,1120,incongruent,1,9
4,53,13,1135,congruent,1,8
4,53,15,1137,incongruent,1,11
4,53,18,1140,incongruent,1,10
4,53,20,1142,congruent,1,10
4,54,3,1147,incongruent,1,10
4,54,7,1151,incongruent,1,11
4,54,10,1154,congruent,1,8
4,54,16,1160,congruent,1,9
4,55,4,1170,incongruent,1,9
4,55,7,1173,congruent,1,7
4,55,10,1176,incongruent,1,10
4,55,20,1186,congruent,1,4
4,56,3,1191,congruent,1,9
4,56,12,1200,congruent,1,6
4,56,13,1201,incongruent,1,9
4,56,19,1207,incongruent,1,9
4,57,2,1212,blank,1,10
4,57,3,1213,blank,1,9
4,57,4,1214,blank,1,10
4,57,5,1215,blank,1,9
4,57,6,1216,blank,1,8
4,57,7,1217,blank,1,8
4,57,8,1218,blank,1,8
4,57,9,1219,blank,1,9
4,57,10,1220,blank,1,9
4,57,11,1221,blank,1,8
4,57,12,1222,blank,1,8
4,57,13,1223,blank,1,9
4,57,14,1224,blank,1,7
4,57,15,1225,blank,1,8
4,57,16,1226,blank,1,7
4,57,17,1227,blank,1,9
4,57,18,1228,blank,1,8
4,57,19,1229,blank,0,8
4,57,20,1230,blank,1,11
4,57,21,1231,blank,1,10
4,57,22,1232,blank,1,11
4,58,6,1238,congruent,1,8
4,58,12,1244,congruent,1,8
4,58,16,1248,incongruent,1,9
4,58,22,1254,incongruent,1,9
4,59,1,1255,congruent,1,8
4,59,2,1256,incongruent,1,11
4,59,11,1265,incongruent,1,12
4,59,16,1270,congruent,1,9
4,60,8,1284,incongruent,1,12
4,60,18,1294,incongruent,1,10
4,60,21,1297,congruent,1,7
